purchase_id,delivery_company,purchase_month,purchase_day,purchase_hour,purchase_weekday,delivery_month,delivery_day,delivery_hour,delivery_weekday,shipping_time_in_hours
25595,C516,1,5,13,Tuesday,1,7,3,Thursday,37
25596,C516,1,3,20,Sunday,1,4,7,Monday,11
25597,C516,1,6,2,Wednesday,1,7,0,Thursday,21
25598,C620,1,6,10,Wednesday,1,6,20,Wednesday,10
25599,C620,1,4,5,Monday,1,4,12,Monday,7
25600,C516,1,1,11,Friday,1,2,13,Saturday,26
25601,C516,1,7,2,Thursday,1,7,17,Thursday,15
25603,C516,1,4,18,Monday,1,5,9,Tuesday,14
25604,C516,1,6,4,Wednesday,1,7,11,Thursday,31
25605,C620,1,3,8,Sunday,1,3,21,Sunday,12
25606,C620,1,6,16,Wednesday,1,7,11,Thursday,18
25607,C360,1,6,6,Wednesday,1,8,16,Friday,57
25608,C516,1,1,17,Friday,1,2,11,Saturday,17
25609,C620,1,6,14,Wednesday,1,7,19,Thursday,28
25610,C516,1,4,3,Monday,1,5,21,Tuesday,42
25611,C516,1,7,12,Thursday,1,8,15,Friday,27
25612,C620,1,8,5,Friday,1,9,8,Saturday,26
25613,C360,1,7,9,Thursday,1,8,22,Friday,36
25614,C516,1,1,23,Friday,1,3,18,Sunday,43
25615,C620,1,7,20,Thursday,1,8,19,Friday,22
25617,C516,1,5,4,Tuesday,1,6,10,Wednesday,30
25618,C620,1,4,17,Monday,1,5,22,Tuesday,29
25619,C360,1,3,20,Sunday,1,7,19,Thursday,95
25620,C516,1,7,20,Thursday,1,9,17,Saturday,45
25621,C516,1,5,21,Tuesday,1,9,3,Saturday,77
25622,C516,1,2,21,Saturday,1,5,5,Tuesday,55
25625,C360,1,3,16,Sunday,1,6,17,Wednesday,72
25626,C360,1,7,2,Thursday,1,10,9,Sunday,79
25627,C360,1,6,21,Wednesday,1,10,18,Sunday,93
25628,C360,1,6,6,Wednesday,1,9,20,Saturday,85
25629,C620,1,6,22,Wednesday,1,8,21,Friday,46
25630,C360,1,4,11,Monday,1,8,0,Friday,84
25632,C620,1,4,17,Monday,1,7,6,Thursday,60
25633,C620,1,3,1,Sunday,1,5,12,Tuesday,58
25634,C620,1,1,22,Friday,1,4,0,Monday,50
25635,C620,1,7,13,Thursday,1,10,6,Sunday,64
25636,C516,1,7,6,Thursday,1,9,9,Saturday,50
25637,C360,1,8,7,Friday,1,12,0,Tuesday,89
25638,C516,1,2,12,Saturday,1,4,18,Monday,54
25639,C516,1,2,22,Saturday,1,4,4,Monday,30
25640,C360,1,4,19,Monday,1,6,15,Wednesday,43
25641,C360,1,3,22,Sunday,1,5,13,Tuesday,39
25642,C516,1,2,19,Saturday,1,4,6,Monday,35
25643,C360,1,6,18,Wednesday,1,8,15,Friday,44
25644,C360,1,1,14,Friday,1,3,20,Sunday,53
25645,C360,1,6,3,Wednesday,1,8,9,Friday,54
25646,C516,1,6,22,Wednesday,1,8,5,Friday,30
25647,C360,1,3,0,Sunday,1,4,17,Monday,41
25648,C360,1,7,19,Thursday,1,9,0,Saturday,28
25649,C516,1,1,19,Friday,1,2,14,Saturday,18
25650,C360,1,1,13,Friday,1,3,0,Sunday,35
25651,C360,1,2,1,Saturday,1,3,22,Sunday,45
25652,C620,1,6,16,Wednesday,1,8,3,Friday,34
25653,C516,1,1,22,Friday,1,4,15,Monday,64
25654,C516,1,4,22,Monday,1,7,12,Thursday,62
25655,C620,1,3,18,Sunday,1,6,7,Wednesday,60
25656,C516,1,8,2,Friday,1,10,15,Sunday,61
25657,C516,1,5,22,Tuesday,1,8,16,Friday,66
25658,C516,1,7,13,Thursday,1,9,23,Saturday,57
25659,C516,1,8,0,Friday,1,10,16,Sunday,64
25660,C516,1,1,8,Friday,1,4,2,Monday,65
25661,C516,1,3,7,Sunday,1,6,9,Wednesday,74
25662,C620,1,3,4,Sunday,1,5,23,Tuesday,67
25663,C516,1,7,22,Thursday,1,10,17,Sunday,66
25664,C360,1,6,20,Wednesday,1,10,4,Sunday,80
25665,C516,1,1,6,Friday,1,3,21,Sunday,63
25666,C516,1,5,15,Tuesday,1,8,13,Friday,70
25667,C360,1,2,16,Saturday,1,5,11,Tuesday,67
25668,C516,1,5,13,Tuesday,1,8,16,Friday,74
25669,C516,1,1,17,Friday,1,4,8,Monday,62
25670,C360,1,1,8,Friday,1,4,12,Monday,76
25671,C620,1,2,17,Saturday,1,6,5,Wednesday,84
25672,C516,1,1,23,Friday,1,4,16,Monday,64
25673,C360,1,3,13,Sunday,1,6,13,Wednesday,72
25674,C360,1,7,1,Thursday,1,10,2,Sunday,72
25675,C360,1,5,13,Tuesday,1,9,6,Saturday,88
25676,C516,1,6,6,Wednesday,1,8,15,Friday,57
25677,C620,1,4,2,Monday,1,7,7,Thursday,77
25678,C620,1,1,10,Friday,1,3,18,Sunday,55
25679,C620,1,7,1,Thursday,1,10,19,Sunday,89
25680,C516,1,3,9,Sunday,1,5,23,Tuesday,61
25681,C516,1,6,15,Wednesday,1,9,15,Saturday,71
25682,C620,1,8,5,Friday,1,11,14,Monday,80
25683,C360,1,1,22,Friday,1,5,13,Tuesday,87
25684,C360,1,6,2,Wednesday,1,9,6,Saturday,75
25685,C620,1,2,11,Saturday,1,5,12,Tuesday,72
25686,C620,1,8,8,Friday,1,11,6,Monday,69
25687,C360,1,1,2,Friday,1,4,3,Monday,73
25688,C620,1,8,2,Friday,1,11,2,Monday,71
25690,C516,1,8,8,Friday,1,10,19,Sunday,59
25691,C620,1,1,21,Friday,1,4,16,Monday,66
25692,C620,1,4,17,Monday,1,6,6,Wednesday,36
25693,C360,1,7,3,Thursday,1,9,1,Saturday,45
25694,C516,1,4,7,Monday,1,5,12,Tuesday,29
25695,C516,1,3,18,Sunday,1,5,10,Tuesday,40
25696,C516,1,7,1,Thursday,1,8,17,Friday,39
25698,C620,1,5,3,Tuesday,1,6,22,Wednesday,43
25699,C360,1,6,18,Wednesday,1,8,13,Friday,42
25700,C516,1,1,6,Friday,1,2,4,Saturday,22
25702,C360,1,1,8,Friday,1,3,21,Sunday,60
25704,C620,1,7,10,Thursday,1,8,23,Friday,37
25705,C620,1,3,15,Sunday,1,5,6,Tuesday,38
25706,C516,1,3,6,Sunday,1,4,12,Monday,30
25707,C620,1,1,14,Friday,1,3,15,Sunday,49
25708,C516,1,3,15,Sunday,1,4,20,Monday,28
25709,C620,1,6,9,Wednesday,1,8,14,Friday,53
25710,C516,1,6,11,Wednesday,1,6,21,Wednesday,9
25711,C516,1,7,19,Thursday,1,9,1,Saturday,29
25714,C516,1,7,18,Thursday,1,8,20,Friday,25
25715,C360,1,7,6,Thursday,1,9,5,Saturday,47
25717,C360,1,7,13,Thursday,1,9,1,Saturday,36
25718,C360,1,3,7,Sunday,1,4,19,Monday,35
25719,C516,1,7,8,Thursday,1,8,8,Friday,23
25720,C620,1,2,0,Saturday,1,3,1,Sunday,24
25721,C516,1,3,0,Sunday,1,4,4,Monday,28
25722,C620,1,4,3,Monday,1,5,9,Tuesday,29
25723,C516,1,6,18,Wednesday,1,7,21,Thursday,27
25724,C360,1,1,5,Friday,1,3,1,Sunday,43
25725,C516,1,5,14,Tuesday,1,7,11,Thursday,45
25726,C516,1,5,7,Tuesday,1,6,16,Wednesday,33
25727,C360,1,1,12,Friday,1,3,16,Sunday,51
25730,C360,1,8,9,Friday,1,9,9,Saturday,23
25731,C360,1,5,6,Tuesday,1,7,13,Thursday,54
25733,C360,1,1,19,Friday,1,3,18,Sunday,46
25734,C516,1,6,10,Wednesday,1,7,21,Thursday,34
25736,C620,1,1,21,Friday,1,3,10,Sunday,37
25737,C620,1,7,17,Thursday,1,9,4,Saturday,34
25740,C360,1,2,2,Saturday,1,3,22,Sunday,43
25741,C360,1,6,23,Wednesday,1,9,2,Saturday,50
25743,C516,1,5,18,Tuesday,1,7,0,Thursday,29
25744,C516,1,1,14,Friday,1,2,18,Saturday,27
25745,C620,1,3,19,Sunday,1,4,18,Monday,23
25746,C620,1,8,5,Friday,1,10,2,Sunday,44
25747,C516,1,8,2,Friday,1,9,12,Saturday,34
25748,C516,1,7,2,Thursday,1,8,7,Friday,28
25749,C360,1,7,8,Thursday,1,9,16,Saturday,55
25751,C620,1,5,5,Tuesday,1,6,6,Wednesday,25
25752,C360,1,6,20,Wednesday,1,9,5,Saturday,56
25753,C360,1,4,22,Monday,1,6,21,Wednesday,46
25754,C516,1,4,8,Monday,1,6,1,Wednesday,40
25756,C516,1,6,14,Wednesday,1,8,18,Friday,52
25758,C620,1,5,23,Tuesday,1,7,12,Thursday,36
25759,C360,1,8,8,Friday,1,10,6,Sunday,45
25760,C620,1,3,23,Sunday,1,5,22,Tuesday,46
25761,C516,1,1,3,Friday,1,3,6,Sunday,50
25762,C360,1,7,3,Thursday,1,10,12,Sunday,80
25764,C516,1,3,5,Sunday,1,5,4,Tuesday,46
25765,C620,1,7,7,Thursday,1,9,12,Saturday,52
25766,C516,1,5,16,Tuesday,1,8,1,Friday,57
25767,C620,1,7,3,Thursday,1,10,0,Sunday,69
25769,C516,1,4,21,Monday,1,7,1,Thursday,52
25770,C516,1,1,3,Friday,1,3,6,Sunday,50
25771,C620,1,5,10,Tuesday,1,8,1,Friday,63
25772,C360,1,5,21,Tuesday,1,9,2,Saturday,76
25773,C360,1,8,2,Friday,1,10,16,Sunday,61
25774,C360,1,5,5,Tuesday,1,8,12,Friday,79
25776,C620,1,3,20,Sunday,1,6,3,Wednesday,54
25777,C620,1,5,5,Tuesday,1,7,11,Thursday,53
25778,C360,1,3,13,Sunday,1,7,6,Thursday,88
25779,C620,1,7,4,Thursday,1,9,4,Saturday,48
25781,C516,1,4,14,Monday,1,6,22,Wednesday,56
25782,C620,1,7,14,Thursday,1,10,4,Sunday,61
25783,C360,1,7,2,Thursday,1,11,6,Monday,99
25784,C360,1,2,12,Saturday,1,5,17,Tuesday,77
25785,C360,1,5,3,Tuesday,1,8,13,Friday,81
25786,C360,1,1,12,Friday,1,4,11,Monday,71
25787,C620,1,8,6,Friday,1,9,21,Saturday,38
25788,C360,1,7,21,Thursday,1,10,17,Sunday,68
25789,C516,1,2,1,Saturday,1,4,14,Monday,60
25790,C516,1,4,7,Monday,1,5,22,Tuesday,38
25791,C360,1,5,21,Tuesday,1,9,7,Saturday,81
25792,C360,1,5,0,Tuesday,1,8,1,Friday,72
25793,C620,1,6,3,Wednesday,1,8,17,Friday,62
25794,C620,1,1,12,Friday,1,3,2,Sunday,38
25795,C620,1,6,6,Wednesday,1,8,5,Friday,47
25796,C360,1,6,19,Wednesday,1,9,11,Saturday,64
25798,C360,1,2,23,Saturday,1,5,18,Tuesday,67
25800,C620,1,8,9,Friday,1,11,11,Monday,73
25801,C620,1,1,20,Friday,1,4,12,Monday,64
25802,C620,1,8,3,Friday,1,10,18,Sunday,63
25803,C516,1,6,17,Wednesday,1,9,22,Saturday,76
25804,C360,1,7,13,Thursday,1,10,7,Sunday,66
25805,C620,1,3,16,Sunday,1,6,21,Wednesday,77
25806,C516,1,7,9,Thursday,1,8,18,Friday,33
25807,C360,1,3,17,Sunday,1,5,16,Tuesday,47
25808,C620,1,6,8,Wednesday,1,7,4,Thursday,20
25809,C516,1,7,3,Thursday,1,8,17,Friday,38
25811,C360,1,3,7,Sunday,1,5,12,Tuesday,53
25813,C360,1,4,3,Monday,1,5,17,Tuesday,38
25814,C620,1,7,9,Thursday,1,8,18,Friday,33
25815,C516,1,4,0,Monday,1,5,4,Tuesday,27
25816,C360,1,8,1,Friday,1,9,17,Saturday,39
25817,C516,1,6,12,Wednesday,1,7,13,Thursday,25
25818,C360,1,6,4,Wednesday,1,9,6,Saturday,74
25819,C360,1,3,11,Sunday,1,6,6,Wednesday,66
25821,C516,1,7,15,Thursday,1,9,5,Saturday,38
25822,C516,1,3,19,Sunday,1,6,2,Wednesday,55
25823,C516,1,5,10,Tuesday,1,6,17,Wednesday,31
25824,C516,1,7,5,Thursday,1,9,8,Saturday,51
25825,C516,1,4,0,Monday,1,6,11,Wednesday,58
25826,C516,1,5,21,Tuesday,1,7,10,Thursday,37
25827,C620,1,6,7,Wednesday,1,8,21,Friday,62
25828,C516,1,5,16,Tuesday,1,6,18,Wednesday,25
25829,C516,1,5,19,Tuesday,1,7,14,Thursday,42
25830,C360,1,3,19,Sunday,1,5,12,Tuesday,40
25831,C360,1,4,9,Monday,1,6,7,Wednesday,45
25832,C360,1,4,10,Monday,1,7,3,Thursday,64
25833,C620,1,1,1,Friday,1,4,3,Monday,73
25834,C620,1,1,22,Friday,1,3,22,Sunday,48
25835,C620,1,6,12,Wednesday,1,8,14,Friday,49
25836,C516,1,4,17,Monday,1,6,20,Wednesday,50
25837,C516,1,3,7,Sunday,1,4,12,Monday,28
25838,C360,1,3,5,Sunday,1,5,1,Tuesday,44
25840,C516,1,7,0,Thursday,1,8,9,Friday,32
25842,C360,1,4,11,Monday,1,5,23,Tuesday,35
25843,C620,1,7,15,Thursday,1,8,15,Friday,24
25844,C516,1,8,2,Friday,1,9,4,Saturday,26
25845,C620,1,6,15,Wednesday,1,7,20,Thursday,29
25846,C516,1,2,20,Saturday,1,4,7,Monday,35
25848,C360,1,5,17,Tuesday,1,7,1,Thursday,32
25849,C620,1,8,3,Friday,1,9,7,Saturday,27
25851,C360,1,1,12,Friday,1,3,2,Sunday,38
25852,C360,1,3,12,Sunday,1,5,1,Tuesday,37
25853,C360,1,8,4,Friday,1,9,23,Saturday,43
25854,C360,1,5,11,Tuesday,1,7,12,Thursday,49
25855,C620,1,6,10,Wednesday,1,7,14,Thursday,27
25856,C620,1,5,5,Tuesday,1,6,7,Wednesday,25
25857,C516,1,7,20,Thursday,1,8,20,Friday,24
25859,C620,1,1,15,Friday,1,2,16,Saturday,25
25860,C360,1,5,15,Tuesday,1,7,3,Thursday,36
25861,C516,1,4,15,Monday,1,6,0,Wednesday,33
25862,C360,1,6,13,Wednesday,1,8,12,Friday,47
25863,C360,1,6,22,Wednesday,1,8,9,Friday,35
25864,C620,1,6,3,Wednesday,1,6,22,Wednesday,18
25865,C620,1,8,5,Friday,1,8,18,Friday,13
25866,C516,1,1,11,Friday,1,3,3,Sunday,40
25867,C620,1,3,10,Sunday,1,4,21,Monday,34
25868,C620,1,8,7,Friday,1,8,23,Friday,16
25870,C620,1,3,21,Sunday,1,4,15,Monday,18
25871,C620,1,2,6,Saturday,1,3,12,Sunday,30
25872,C620,1,6,1,Wednesday,1,7,2,Thursday,24
25873,C620,1,7,4,Thursday,1,8,4,Friday,24
25874,C620,1,2,20,Saturday,1,4,7,Monday,34
25876,C360,1,6,11,Wednesday,1,8,2,Friday,38
25877,C360,1,3,11,Sunday,1,5,9,Tuesday,46
25878,C360,1,8,9,Friday,1,10,2,Sunday,41
25881,C360,1,1,9,Friday,1,2,23,Saturday,38
25882,C516,1,4,17,Monday,1,6,7,Wednesday,37
25883,C360,1,6,9,Wednesday,1,8,15,Friday,53
25884,C516,1,4,15,Monday,1,6,5,Wednesday,37
25885,C620,1,3,14,Sunday,1,4,8,Monday,18
25886,C620,1,4,4,Monday,1,5,14,Tuesday,33
25887,C360,1,2,0,Saturday,1,3,8,Sunday,31
25889,C620,1,6,10,Wednesday,1,7,4,Thursday,17
25890,C516,1,3,19,Sunday,1,5,2,Tuesday,30
25891,C516,1,3,23,Sunday,1,5,13,Tuesday,37
25892,C620,1,3,7,Sunday,1,4,0,Monday,17
25894,C516,1,1,18,Friday,1,2,20,Saturday,26
25895,C516,1,6,17,Wednesday,1,8,1,Friday,31
25896,C620,1,5,21,Tuesday,1,6,22,Wednesday,25
25897,C516,1,5,5,Tuesday,1,7,4,Thursday,47
25898,C360,1,3,14,Sunday,1,6,0,Wednesday,57
25899,C620,1,2,5,Saturday,1,2,22,Saturday,17
25900,C516,1,6,18,Wednesday,1,8,8,Friday,37
25901,C516,1,5,13,Tuesday,1,6,10,Wednesday,20
25903,C620,1,1,2,Friday,1,2,11,Saturday,32
25904,C620,1,1,16,Friday,1,3,5,Sunday,37
25906,C360,1,2,8,Saturday,1,4,14,Monday,54
25907,C516,1,7,15,Thursday,1,7,19,Thursday,3
25908,C360,1,2,10,Saturday,1,4,9,Monday,46
25909,C516,1,6,1,Wednesday,1,6,7,Wednesday,5
25910,C516,1,3,1,Sunday,1,3,8,Sunday,7
25911,C620,1,7,9,Thursday,1,9,1,Saturday,39
25912,C360,1,7,18,Thursday,1,9,18,Saturday,48
25913,C620,1,1,15,Friday,1,3,4,Sunday,36
25914,C516,1,4,19,Monday,1,5,10,Tuesday,15
25915,C360,1,6,4,Wednesday,1,8,16,Friday,60
25916,C516,1,3,11,Sunday,1,3,19,Sunday,8
25917,C620,1,1,4,Friday,1,3,2,Sunday,45
25918,C620,1,5,14,Tuesday,1,7,4,Thursday,37
25919,C516,1,6,11,Wednesday,1,7,2,Thursday,14
25920,C516,1,5,12,Tuesday,1,5,18,Tuesday,6
25921,C360,1,5,15,Tuesday,1,7,14,Thursday,46
25922,C620,1,7,9,Thursday,1,8,17,Friday,32
25924,C360,1,2,10,Saturday,1,4,17,Monday,55
25925,C620,1,6,9,Wednesday,1,7,14,Thursday,28
25926,C620,1,5,1,Tuesday,1,6,7,Wednesday,30
25927,C360,1,7,20,Thursday,1,10,6,Sunday,58
25928,C516,1,1,6,Friday,1,1,8,Friday,2
25929,C516,1,1,13,Friday,1,2,0,Saturday,11
25931,C620,1,4,8,Monday,1,5,17,Tuesday,33
25933,C620,1,7,18,Thursday,1,9,15,Saturday,44
25934,C360,1,7,16,Thursday,1,10,13,Sunday,68
25935,C360,1,2,3,Saturday,1,5,3,Tuesday,71
25936,C516,1,2,18,Saturday,1,4,4,Monday,34
25937,C360,1,1,6,Friday,1,3,20,Sunday,62
25938,C620,1,6,18,Wednesday,1,9,3,Saturday,56
25939,C516,1,2,1,Saturday,1,4,5,Monday,52
25940,C516,1,5,17,Tuesday,1,7,20,Thursday,51
25941,C620,1,3,20,Sunday,1,5,13,Tuesday,41
25942,C516,1,5,16,Tuesday,1,8,0,Friday,56
25943,C620,1,6,18,Wednesday,1,8,16,Friday,45
25944,C516,1,6,17,Wednesday,1,8,10,Friday,41
25945,C516,1,5,3,Tuesday,1,7,3,Thursday,47
25946,C516,1,6,3,Wednesday,1,8,4,Friday,48
25947,C620,1,2,5,Saturday,1,4,7,Monday,49
25948,C620,1,4,2,Monday,1,6,6,Wednesday,51
25949,C620,1,1,1,Friday,1,3,18,Sunday,64
25950,C620,1,3,10,Sunday,1,5,13,Tuesday,50
25951,C516,1,8,1,Friday,1,10,6,Sunday,52
25952,C360,1,3,12,Sunday,1,6,8,Wednesday,67
25953,C620,1,3,23,Sunday,1,6,2,Wednesday,50
25954,C516,1,2,9,Saturday,1,3,21,Sunday,35
25955,C620,1,4,16,Monday,1,6,16,Wednesday,47
25956,C620,1,1,0,Friday,1,2,23,Saturday,47
25957,C516,1,4,13,Monday,1,5,17,Tuesday,28
25958,C360,1,1,5,Friday,1,4,22,Monday,88
25959,C620,1,7,2,Thursday,1,9,9,Saturday,55
25960,C620,1,5,10,Tuesday,1,7,10,Thursday,48
25961,C620,1,7,11,Thursday,1,9,7,Saturday,44
25962,C516,1,3,16,Sunday,1,5,13,Tuesday,45
25963,C620,1,2,4,Saturday,1,4,1,Monday,44
25964,C516,1,4,14,Monday,1,6,5,Wednesday,39
25965,C360,1,4,17,Monday,1,7,14,Thursday,68
25966,C620,1,2,7,Saturday,1,4,5,Monday,45
25967,C620,1,3,17,Sunday,1,5,13,Tuesday,43
25968,C620,1,5,17,Tuesday,1,8,3,Friday,58
25970,C516,1,5,5,Tuesday,1,7,5,Thursday,48
25971,C360,1,5,15,Tuesday,1,8,14,Friday,71
25972,C360,1,4,19,Monday,1,7,18,Thursday,70
25973,C620,1,2,10,Saturday,1,4,13,Monday,51
25975,C516,1,7,16,Thursday,1,10,12,Sunday,67
25977,C516,1,4,21,Monday,1,7,6,Thursday,56
25978,C516,1,8,0,Friday,1,10,10,Sunday,58
25979,C516,1,5,6,Tuesday,1,7,8,Thursday,50
25980,C516,1,8,7,Friday,1,10,15,Sunday,55
25981,C360,1,5,8,Tuesday,1,9,6,Saturday,93
25984,C620,1,6,15,Wednesday,1,9,7,Saturday,64
25985,C360,1,7,4,Thursday,1,10,23,Sunday,90
25986,C516,1,3,11,Sunday,1,5,19,Tuesday,55
25987,C360,1,7,21,Thursday,1,10,23,Sunday,74
25988,C620,1,6,8,Wednesday,1,8,12,Friday,52
25989,C360,1,4,22,Monday,1,8,17,Friday,91
25990,C516,1,4,14,Monday,1,7,4,Thursday,62
25991,C620,1,3,22,Sunday,1,6,10,Wednesday,59
25992,C516,1,4,22,Monday,1,7,23,Thursday,72
25993,C516,1,1,4,Friday,1,3,19,Sunday,63
25994,C516,1,3,0,Sunday,1,5,9,Tuesday,57
25995,C516,1,2,12,Saturday,1,4,22,Monday,58
25996,C360,1,1,9,Friday,1,4,19,Monday,81
25997,C516,1,6,7,Wednesday,1,8,21,Friday,62
25998,C360,1,5,23,Tuesday,1,9,18,Saturday,90
25999,C360,1,7,0,Thursday,1,10,17,Sunday,89
26001,C516,1,8,1,Friday,1,10,13,Sunday,59
26002,C620,1,1,15,Friday,1,3,21,Sunday,53
26003,C360,1,5,23,Tuesday,1,9,12,Saturday,85
26004,C620,1,5,21,Tuesday,1,8,19,Friday,70
26006,C620,1,6,10,Wednesday,1,8,6,Friday,43
26007,C620,1,5,12,Tuesday,1,7,3,Thursday,39
26008,C620,1,5,9,Tuesday,1,7,11,Thursday,49
26009,C620,1,8,3,Friday,1,10,12,Sunday,56
26010,C360,1,6,16,Wednesday,1,9,5,Saturday,61
26011,C360,1,4,6,Monday,1,6,20,Wednesday,62
26012,C620,1,3,10,Sunday,1,5,8,Tuesday,45
26013,C516,1,4,4,Monday,1,6,0,Wednesday,44
26014,C516,1,6,11,Wednesday,1,8,4,Friday,40
26015,C516,1,4,17,Monday,1,6,15,Wednesday,46
26016,C620,1,4,14,Monday,1,6,4,Wednesday,38
26017,C360,1,6,14,Wednesday,1,9,7,Saturday,64
26018,C620,1,5,9,Tuesday,1,7,12,Thursday,51
26020,C360,1,5,21,Tuesday,1,8,22,Friday,72
26021,C516,1,6,15,Wednesday,1,8,8,Friday,40
26022,C516,1,5,3,Tuesday,1,7,8,Thursday,52
26024,C620,1,7,18,Thursday,1,10,1,Sunday,55
26025,C516,1,6,7,Wednesday,1,8,5,Friday,45
26026,C620,1,5,21,Tuesday,1,7,20,Thursday,47
26028,C620,1,5,9,Tuesday,1,7,17,Thursday,56
26030,C516,1,1,8,Friday,1,3,10,Sunday,50
26031,C516,1,5,19,Tuesday,1,7,21,Thursday,49
26032,C620,1,1,16,Friday,1,4,0,Monday,55
26033,C620,1,3,2,Sunday,1,4,20,Monday,42
26034,C360,1,3,0,Sunday,1,6,18,Wednesday,89
26035,C516,1,7,4,Thursday,1,9,5,Saturday,49
26036,C620,1,2,18,Saturday,1,5,2,Tuesday,56
26037,C360,1,4,1,Monday,1,6,23,Wednesday,70
26038,C620,1,4,1,Monday,1,4,22,Monday,20
26039,C360,1,6,16,Wednesday,1,8,1,Friday,32
26041,C620,1,1,0,Friday,1,1,12,Friday,12
26043,C516,1,5,19,Tuesday,1,6,16,Wednesday,21
26046,C516,1,4,23,Monday,1,5,14,Tuesday,14
26047,C516,1,1,22,Friday,1,2,17,Saturday,18
26048,C516,1,8,0,Friday,1,8,14,Friday,13
26049,C620,1,6,5,Wednesday,1,6,10,Wednesday,4
26050,C360,1,1,3,Friday,1,3,7,Sunday,51
26051,C360,1,7,18,Thursday,1,9,10,Saturday,40
26052,C620,1,4,19,Monday,1,5,13,Tuesday,18
26054,C516,1,7,17,Thursday,1,8,3,Friday,9
26056,C516,1,2,3,Saturday,1,2,11,Saturday,7
26057,C516,1,7,13,Thursday,1,7,23,Thursday,9
26058,C620,1,1,6,Friday,1,1,18,Friday,12
26059,C620,1,6,9,Wednesday,1,6,19,Wednesday,10
26060,C360,1,6,2,Wednesday,1,7,23,Thursday,45
26061,C620,1,1,17,Friday,1,2,6,Saturday,13
26063,C620,1,2,9,Saturday,1,2,16,Saturday,7
26064,C516,1,4,23,Monday,1,5,8,Tuesday,8
26065,C360,1,7,8,Thursday,1,9,18,Saturday,58
26066,C516,1,4,10,Monday,1,5,2,Tuesday,15
26067,C360,1,7,7,Thursday,1,8,23,Friday,40
26068,C360,1,2,5,Saturday,1,4,9,Monday,52
26069,C360,1,7,18,Thursday,1,9,7,Saturday,36
26070,C516,1,3,20,Sunday,1,4,6,Monday,9
26071,C620,1,6,8,Wednesday,1,6,18,Wednesday,10
26072,C360,1,8,5,Friday,1,10,1,Sunday,44
26073,C620,1,5,1,Tuesday,1,5,15,Tuesday,13
26075,C620,1,4,20,Monday,1,5,19,Tuesday,22
26076,C620,1,1,9,Friday,1,2,19,Saturday,34
26077,C516,1,5,10,Tuesday,1,7,1,Thursday,38
26079,C620,1,3,9,Sunday,1,4,11,Monday,25
26080,C620,1,6,20,Wednesday,1,7,22,Thursday,26
26081,C516,1,6,14,Wednesday,1,8,0,Friday,33
26082,C360,1,3,0,Sunday,1,4,12,Monday,35
26083,C620,1,4,11,Monday,1,5,12,Tuesday,25
26084,C516,1,7,16,Thursday,1,9,3,Saturday,34
26085,C516,1,1,0,Friday,1,2,7,Saturday,30
26086,C620,1,3,22,Sunday,1,5,0,Tuesday,26
26087,C360,1,5,7,Tuesday,1,7,6,Thursday,46
26088,C620,1,8,3,Friday,1,9,10,Saturday,30
26089,C620,1,3,7,Sunday,1,3,23,Sunday,16
26090,C360,1,3,8,Sunday,1,5,5,Tuesday,45
26091,C360,1,2,10,Saturday,1,4,11,Monday,48
26092,C516,1,5,6,Tuesday,1,6,9,Wednesday,27
26093,C620,1,7,0,Thursday,1,8,14,Friday,37
26094,C516,1,1,19,Friday,1,4,1,Monday,53
26095,C516,1,7,23,Thursday,1,9,14,Saturday,39
26096,C516,1,3,10,Sunday,1,5,1,Tuesday,39
26097,C360,1,4,4,Monday,1,5,22,Tuesday,42
26098,C516,1,2,20,Saturday,1,4,3,Monday,30
26099,C516,1,4,9,Monday,1,5,20,Tuesday,35
26100,C516,1,2,11,Saturday,1,4,6,Monday,43
26101,C516,1,4,3,Monday,1,5,20,Tuesday,41
26102,C620,1,6,3,Wednesday,1,6,15,Wednesday,11
26103,C516,1,3,17,Sunday,1,5,18,Tuesday,48
26104,C360,1,1,11,Friday,1,3,1,Sunday,38
26105,C360,1,6,21,Wednesday,1,8,13,Friday,40
26106,C516,1,1,11,Friday,1,2,19,Saturday,32
26107,C360,1,7,20,Thursday,1,8,19,Friday,23
26108,C516,1,5,18,Tuesday,1,7,2,Thursday,32
26109,C620,1,2,17,Saturday,1,3,13,Sunday,19
26110,C516,1,6,5,Wednesday,1,7,5,Thursday,23
26111,C516,1,3,3,Sunday,1,4,2,Monday,22
26112,C516,1,3,5,Sunday,1,5,0,Tuesday,42
26114,C620,1,8,10,Friday,1,9,1,Saturday,14
26115,C360,1,4,12,Monday,1,6,4,Wednesday,40
26116,C360,1,2,16,Saturday,1,4,7,Monday,39
26117,C516,1,5,12,Tuesday,1,6,23,Wednesday,35
26118,C620,1,7,16,Thursday,1,8,9,Friday,17
26119,C516,1,6,22,Wednesday,1,7,21,Thursday,22
26120,C360,1,3,2,Sunday,1,4,19,Monday,40
26122,C620,1,4,20,Monday,1,5,14,Tuesday,18
26124,C516,1,5,22,Tuesday,1,7,8,Thursday,34
26125,C516,1,1,4,Friday,1,2,4,Saturday,23
26126,C620,1,6,15,Wednesday,1,7,19,Thursday,27
26127,C620,1,2,1,Saturday,1,3,0,Sunday,23
26128,C516,1,5,2,Tuesday,1,6,9,Wednesday,30
26129,C360,1,1,8,Friday,1,2,20,Saturday,36
